Instance BKS Opt
ta/BPWC_6_3_9 40 1
ta/BPWC_6_3_10 40 1
ta/BPWC_6_4_1 41 1
ta/BPWC_6_4_2 41 1
ta/BPWC_6_4_3 41 1
ta/BPWC_6_4_4 41 1
ta/BPWC_6_4_5 41 1
ta/BPWC_6_4_6 41 1
ta/BPWC_6_4_7 41 1
ta/BPWC_6_4_8 41 1
ta/BPWC_6_4_9 41 1
ta/BPWC_6_4_10 41 1
ta/BPWC_6_5_1 41 1
ta/BPWC_6_5_2 41 1
ta/BPWC_6_5_3 41 1
ta/BPWC_6_5_4 41 1
ta/BPWC_6_5_5 41 1
ta/BPWC_6_5_6 41 1
ta/BPWC_6_5_7 41 1
ta/BPWC_6_5_8 41 1
ta/BPWC_6_5_9 41 1
ta/BPWC_6_5_10 41 1
ta/BPWC_6_6_1 41 1
ta/BPWC_6_6_2 41 1
ta/BPWC_6_6_3 41 1
ta/BPWC_6_6_4 41 1
ta/BPWC_6_6_5 41 1
ta/BPWC_6_6_6 41 1
ta/BPWC_6_6_7 41 1
ta/BPWC_6_6_8 41 1
ta/BPWC_6_6_9 41 1
ta/BPWC_6_6_10 41 1
ta/BPWC_6_7_1 41 1
ta/BPWC_6_7_2 41 1
ta/BPWC_6_7_3 41 1
ta/BPWC_6_7_4 41 1
ta/BPWC_6_7_5 41 1
ta/BPWC_6_7_6 41 1
ta/BPWC_6_7_7 41 1
ta/BPWC_6_7_8 41 1
ta/BPWC_6_7_9 41 1
ta/BPWC_6_7_10 41 1
ta/BPWC_6_8_1 41 1
ta/BPWC_6_8_2 41 1
ta/BPWC_6_8_3 41 1
ta/BPWC_6_8_4 41 1
ta/BPWC_6_8_5 41 1
ta/BPWC_6_8_6 41 1
ta/BPWC_6_8_7 41 1
ta/BPWC_6_8_8 41 1
ta/BPWC_6_8_9 42 1
ta/BPWC_6_8_10 42 1
ta/BPWC_6_9_1 46 1
ta/BPWC_6_9_2 46 1
ta/BPWC_6_9_3 47 1
ta/BPWC_6_9_4 47 1
ta/BPWC_6_9_5 47 1
ta/BPWC_6_9_6 47 1
ta/BPWC_6_9_7 47 1
ta/BPWC_6_9_8 47 1
ta/BPWC_6_9_9 47 1
ta/BPWC_6_9_10 49 1
ta/BPWC_7_1_1 83 1
ta/BPWC_7_1_2 83 1
ta/BPWC_7_1_3 83 1
ta/BPWC_7_1_4 83 1
ta/BPWC_7_1_5 83 1
ta/BPWC_7_1_6 83 1
ta/BPWC_7_1_7 83 1
ta/BPWC_7_1_8 83 1
ta/BPWC_7_1_9 83 1
ta/BPWC_7_1_10 83 1
ta/BPWC_7_2_1 83 1
ta/BPWC_7_2_2 83 1
ta/BPWC_7_2_3 83 1
ta/BPWC_7_2_4 83 1
ta/BPWC_7_2_5 83 1
ta/BPWC_7_2_6 83 1
ta/BPWC_7_2_7 83 1
ta/BPWC_7_2_8 83 1
ta/BPWC_7_2_9 83 1
ta/BPWC_7_2_10 83 1
ta/BPWC_7_3_1 83 1
ta/BPWC_7_3_2 83 1
ta/BPWC_7_3_3 83 1
ta/BPWC_7_3_4 83 1
ta/BPWC_7_3_5 83 1
ta/BPWC_7_3_6 83 1
ta/BPWC_7_3_7 83 1
ta/BPWC_7_3_8 83 1
ta/BPWC_7_3_9 83 1
ta/BPWC_7_3_10 83 1
ta/BPWC_7_4_1 84 1
ta/BPWC_7_4_2 83 1
ta/BPWC_7_4_3 83 1
ta/BPWC_7_4_4 83 1
ta/BPWC_7_4_5 83 1
ta/BPWC_7_4_6 83 1
ta/BPWC_7_4_7 83 1
ta/BPWC_7_4_8 83 1
ta/BPWC_7_4_9 83 1
ta/BPWC_7_4_10 83 1
ta/BPWC_7_5_1 83 1
ta/BPWC_7_5_2 83 1
ta/BPWC_7_5_3 83 1
ta/BPWC_7_5_4 83 1
ta/BPWC_7_5_5 83 1
ta/BPWC_7_5_6 84 1
ta/BPWC_7_5_7 83 1
ta/BPWC_7_5_8 83 1
ta/BPWC_7_5_9 83 1
ta/BPWC_7_5_10 83 1
ta/BPWC_7_6_1 84 1
ta/BPWC_7_6_2 84 1
ta/BPWC_7_6_3 84 1
ta/BPWC_7_6_4 84 1
ta/BPWC_7_6_5 84 1
ta/BPWC_7_6_6 84 1
ta/BPWC_7_6_7 84 1
ta/BPWC_7_6_8 84 0
ta/BPWC_7_6_9 84 1
ta/BPWC_7_6_10 84 1
ta/BPWC_7_7_1 84 1
ta/BPWC_7_7_2 84 1
ta/BPWC_7_7_3 84 1
ta/BPWC_7_7_4 84 1
ta/BPWC_7_7_5 84 1
ta/BPWC_7_7_6 84 1
ta/BPWC_7_7_7 84 1
ta/BPWC_7_7_8 84 1
ta/BPWC_7_7_9 84 1
ta/BPWC_7_7_10 84 1
ta/BPWC_7_8_1 84 1
ta/BPWC_7_8_2 84 1
ta/BPWC_7_8_3 84 1
ta/BPWC_7_8_4 84 1
ta/BPWC_7_8_5 84 1
ta/BPWC_7_8_6 84 1
ta/BPWC_7_8_7 84 1
ta/BPWC_7_8_8 84 1
ta/BPWC_7_8_9 84 1
ta/BPWC_7_8_10 84 1
ta/BPWC_7_9_1 87 1
ta/BPWC_7_9_2 87 1
ta/BPWC_7_9_3 87 1
ta/BPWC_7_9_4 87 1
ta/BPWC_7_9_5 87 1
ta/BPWC_7_9_6 87 1
ta/BPWC_7_9_7 87 1
ta/BPWC_7_9_8 87 0
ta/BPWC_7_9_9 87 1
ta/BPWC_7_9_10 87 1
ta/BPWC_8_1_1 167 1
ta/BPWC_8_1_2 167 1
ta/BPWC_8_1_3 167 1
ta/BPWC_8_1_4 167 1
ta/BPWC_8_1_5 167 1
ta/BPWC_8_1_6 167 1
ta/BPWC_8_1_7 167 1
ta/BPWC_8_1_8 167 1
ta/BPWC_8_1_9 167 1
ta/BPWC_8_1_10 167 1
ta/BPWC_8_2_1 167 1
ta/BPWC_8_2_2 167 1
ta/BPWC_8_2_3 167 1
ta/BPWC_8_2_4 167 1
ta/BPWC_8_2_5 167 1
ta/BPWC_8_2_6 167 1
ta/BPWC_8_2_7 167 1
ta/BPWC_8_2_8 167 1
ta/BPWC_8_2_9 167 1
ta/BPWC_8_2_10 167 1
ta/BPWC_8_3_1 167 1
ta/BPWC_8_3_2 167 1
ta/BPWC_8_3_3 167 1
ta/BPWC_8_3_4 167 1
ta/BPWC_8_3_5 167 1
ta/BPWC_8_3_6 167 1
ta/BPWC_8_3_7 167 1
ta/BPWC_8_3_8 167 1
ta/BPWC_8_3_9 167 1
ta/BPWC_8_3_10 167 1
ta/BPWC_8_4_1 167 1
ta/BPWC_8_4_2 167 1
ta/BPWC_8_4_3 167 1
ta/BPWC_8_4_4 167 1
ta/BPWC_8_4_5 167 1
ta/BPWC_8_4_6 167 1
ta/BPWC_8_4_7 167 1
ta/BPWC_8_4_8 167 1
ta/BPWC_8_4_9 167 1
ta/BPWC_8_4_10 167 1
ta/BPWC_8_5_1 167 1
ta/BPWC_8_5_2 167 1
ta/BPWC_8_5_3 167 1
ta/BPWC_8_5_4 167 1
ta/BPWC_8_5_5 167 1
ta/BPWC_8_5_6 167 1
ta/BPWC_8_5_7 167 1
ta/BPWC_8_5_8 167 1
ta/BPWC_8_5_9 167 1
ta/BPWC_8_5_10 167 1
ta/BPWC_8_6_1 168 0
ta/BPWC_8_6_2 167 1
ta/BPWC_8_6_3 168 1
ta/BPWC_8_6_4 168 0
ta/BPWC_8_6_5 168 0
ta/BPWC_8_6_6 167 1
ta/BPWC_8_6_7 168 1
ta/BPWC_8_6_8 167 1
ta/BPWC_8_6_9 167 1
ta/BPWC_8_6_10 168 1
ta/BPWC_8_7_1 168 0
ta/BPWC_8_7_2 168 0
ta/BPWC_8_7_3 168 0
ta/BPWC_8_7_4 168 0
ta/BPWC_8_7_5 168 1
ta/BPWC_8_7_6 168 0
ta/BPWC_8_7_7 168 0
ta/BPWC_8_7_8 168 0
ta/BPWC_8_7_9 168 1
ta/BPWC_8_7_10 168 0
ta/BPWC_8_8_1 168 1
ta/BPWC_8_8_2 168 1
ta/BPWC_8_8_3 168 1
ta/BPWC_8_8_4 168 1
ta/BPWC_8_8_5 168 1
ta/BPWC_8_8_6 168 1
ta/BPWC_8_8_7 168 1
ta/BPWC_8_8_8 168 1
ta/BPWC_8_8_9 168 1
ta/BPWC_8_8_10 168 1
ta/BPWC_8_9_1 169 1
ta/BPWC_8_9_2 170 0
ta/BPWC_8_9_3 170 0
ta/BPWC_8_9_4 170 0
ta/BPWC_8_9_5 170 0
ta/BPWC_8_9_6 170 0
ta/BPWC_8_9_7 170 0
ta/BPWC_8_9_8 170 0
ta/BPWC_8_9_9 170 0
ta/BPWC_8_9_10 170 0
ua/BPWC_1_1_1 48 1
ua/BPWC_1_1_2 49 1
ua/BPWC_1_1_3 49 1
ua/BPWC_1_1_4 51 1
ua/BPWC_1_1_5 48 1
ua/BPWC_1_1_6 50 1
ua/BPWC_1_1_7 51 1
ua/BPWC_1_1_8 50 1
ua/BPWC_1_1_9 51 1
ua/BPWC_1_1_10 47 1
ua/BPWC_1_2_1 48 1
ua/BPWC_1_2_2 51 1
ua/BPWC_1_2_3 51 1
ua/BPWC_1_2_4 49 1
ua/BPWC_1_2_5 49 1
ua/BPWC_1_2_6 46 1
ua/BPWC_1_2_7 50 1
ua/BPWC_1_2_8 46 1
ua/BPWC_1_2_9 51 1
ua/BPWC_1_2_10 50 1
ua/BPWC_1_3_1 48 1
ua/BPWC_1_3_2 47 1
ua/BPWC_1_3_3 51 1
ua/BPWC_1_3_4 49 1
ua/BPWC_1_3_5 48 1
ua/BPWC_1_3_6 48 1
ua/BPWC_1_3_7 50 1
ua/BPWC_1_3_8 51 1
ua/BPWC_1_3_9 49 1
ua/BPWC_1_3_10 50 1
ua/BPWC_1_4_1 49 1
ua/BPWC_1_4_2 48 1
ua/BPWC_1_4_3 52 1
ua/BPWC_1_4_4 51 1
ua/BPWC_1_4_5 45 1
ua/BPWC_1_4_6 48 1
ua/BPWC_1_4_7 48 1
ua/BPWC_1_4_8 49 1
ua/BPWC_1_4_9 52 1
ua/BPWC_1_4_10 45 1
ua/BPWC_1_5_1 49 1
ua/BPWC_1_5_2 50 1
ua/BPWC_1_5_3 48 1
ua/BPWC_1_5_4 46 1
ua/BPWC_1_5_5 46 1
ua/BPWC_1_5_6 50 1
ua/BPWC_1_5_7 48 1
ua/BPWC_1_5_8 46 1
ua/BPWC_1_5_9 46 1
ua/BPWC_1_5_10 48 1
ua/BPWC_1_6_1 46 1
ua/BPWC_1_6_2 47 1
ua/BPWC_1_6_3 47 1
ua/BPWC_1_6_4 46 1
ua/BPWC_1_6_5 52 1
ua/BPWC_1_6_6 48 1
ua/BPWC_1_6_7 47 1
ua/BPWC_1_6_8 47 1
ua/BPWC_1_6_9 48 1
ua/BPWC_1_6_10 49 1
ua/BPWC_1_7_1 50 1
ua/BPWC_1_7_2 47 1
ua/BPWC_1_7_3 49 1
ua/BPWC_1_7_4 48 1
ua/BPWC_1_7_5 50 1
ua/BPWC_1_7_6 48 1
ua/BPWC_1_7_7 50 1
ua/BPWC_1_7_8 48 1
ua/BPWC_1_7_9 50 1
ua/BPWC_1_7_10 48 1
ua/BPWC_1_8_1 51 1
ua/BPWC_1_8_2 52 1
ua/BPWC_1_8_3 51 1
ua/BPWC_1_8_4 51 1
ua/BPWC_1_8_5 48 1
ua/BPWC_1_8_6 49 1
ua/BPWC_1_8_7 52 1
ua/BPWC_1_8_8 49 1
ua/BPWC_1_8_9 50 1
ua/BPWC_1_8_10 49 1
ua/BPWC_1_9_1 54 1
ua/BPWC_1_9_2 53 1
ua/BPWC_1_9_3 54 1
ua/BPWC_1_9_4 53 1
ua/BPWC_1_9_5 51 1
ua/BPWC_1_9_6 52 1
ua/BPWC_1_9_7 52 1
ua/BPWC_1_9_8 54 1
ua/BPWC_1_9_9 51 1
ua/BPWC_1_9_10 53 1
ua/BPWC_2_1_1 97 1
ua/BPWC_2_1_2 100 1
ua/BPWC_2_1_3 103 1
ua/BPWC_2_1_4 99 1
ua/BPWC_2_1_5 102 1
ua/BPWC_2_1_6 101 1
ua/BPWC_2_1_7 103 1
ua/BPWC_2_1_8 102 1
ua/BPWC_2_1_9 98 1
ua/BPWC_2_1_10 100 1
ua/BPWC_2_2_1 103 1
ua/BPWC_2_2_2 101 1
ua/BPWC_2_2_3 98 1
ua/BPWC_2_2_4 102 1
ua/BPWC_2_2_5 101 1
ua/BPWC_2_2_6 100 1
ua/BPWC_2_2_7 99 1
ua/BPWC_2_2_8 97 1
ua/BPWC_2_2_9 101 1
ua/BPWC_2_2_10 102 1
ua/BPWC_2_3_1 98 1
ua/BPWC_2_3_2 102 1
ua/BPWC_2_3_3 100 1
ua/BPWC_2_3_4 103 1
ua/BPWC_2_3_5 98 1
ua/BPWC_2_3_6 104 1
ua/BPWC_2_3_7 100 1
ua/BPWC_2_3_8 104 1
ua/BPWC_2_3_9 100 1
ua/BPWC_2_3_10 102 1
ua/BPWC_2_4_1 98 1
ua/BPWC_2_4_2 97 1
ua/BPWC_2_4_3 100 1
ua/BPWC_2_4_4 101 1
ua/BPWC_2_4_5 97 1
ua/BPWC_2_4_6 102 1
ua/BPWC_2_4_7 99 1
ua/BPWC_2_4_8 98 1
ua/BPWC_2_4_9 99 1
ua/BPWC_2_4_10 99 1
ua/BPWC_2_5_1 99 1
ua/BPWC_2_5_2 96 1
ua/BPWC_2_5_3 101 1
ua/BPWC_2_5_4 102 1
ua/BPWC_2_5_5 100 1
ua/BPWC_2_5_6 99 1
ua/BPWC_2_5_7 97 1
ua/BPWC_2_5_8 101 1
ua/BPWC_2_5_9 101 1
ua/BPWC_2_5_10 100 1
ua/BPWC_2_6_1 100 1
ua/BPWC_2_6_2 101 1
ua/BPWC_2_6_3 100 1
ua/BPWC_2_6_4 100 1
ua/BPWC_2_6_5 102 1
ua/BPWC_2_6_6 103 1
ua/BPWC_2_6_7 102 1
ua/BPWC_2_6_8 99 1
ua/BPWC_2_6_9 99 1
ua/BPWC_2_6_10 102 1
ua/BPWC_2_7_1 100 1
ua/BPWC_2_7_2 99 1
ua/BPWC_2_7_3 100 1
ua/BPWC_2_7_4 102 1
ua/BPWC_2_7_5 101 1
ua/BPWC_2_7_6 99 1
ua/BPWC_2_7_7 105 1
ua/BPWC_2_7_8 98 1
ua/BPWC_2_7_9 99 1
ua/BPWC_2_7_10 100 1
ua/BPWC_2_8_1 99 1
ua/BPWC_2_8_2 100 0
ua/BPWC_2_8_3 100 1
ua/BPWC_2_8_4 98 1
ua/BPWC_2_8_5 100 1
ua/BPWC_2_8_6 97 1
ua/BPWC_2_8_7 99 1
ua/BPWC_2_8_8 102 1
ua/BPWC_2_8_9 102 1
ua/BPWC_2_8_10 107 1
ua/BPWC_2_9_1 109 1
ua/BPWC_2_9_2 105 1
ua/BPWC_2_9_3 101 1
ua/BPWC_2_9_4 98 1
ua/BPWC_2_9_5 101 1
ua/BPWC_2_9_6 107 1
ua/BPWC_2_9_7 103 1
ua/BPWC_2_9_8 102 1
ua/BPWC_2_9_9 106 1
ua/BPWC_2_9_10 105 1
ua/BPWC_3_1_1 198 1
ua/BPWC_3_1_2 204 1
ua/BPWC_3_1_3 200 1
ua/BPWC_3_1_4 206 1
ua/BPWC_3_1_5 199 1
ua/BPWC_3_1_6 197 1
ua/BPWC_3_1_7 203 1
ua/BPWC_3_1_8 204 1
ua/BPWC_3_1_9 194 1
ua/BPWC_3_1_10 198 1
ua/BPWC_3_2_1 206 1
ua/BPWC_3_2_2 196 1
ua/BPWC_3_2_3 205 1
ua/BPWC_3_2_4 203 1
ua/BPWC_3_2_5 202 1
ua/BPWC_3_2_6 199 1
ua/BPWC_3_2_7 203 1
ua/BPWC_3_2_8 201 1
ua/BPWC_3_2_9 197 1
ua/BPWC_3_2_10 198 1
ua/BPWC_3_3_1 198 1
ua/BPWC_3_3_2 203 1
ua/BPWC_3_3_3 202 1
ua/BPWC_3_3_4 206 1
ua/BPWC_3_3_5 197 1
ua/BPWC_3_3_6 200 1
ua/BPWC_3_3_7 206 1
ua/BPWC_3_3_8 204 1
ua/BPWC_3_3_9 198 1
ua/BPWC_3_3_10 203 1
ua/BPWC_3_4_1 203 1
ua/BPWC_3_4_2 199 1
ua/BPWC_3_4_3 199 1
ua/BPWC_3_4_4 200 1
ua/BPWC_3_4_5 207 1
ua/BPWC_3_4_6 203 1
ua/BPWC_3_4_7 201 1
ua/BPWC_3_4_8 198 1
ua/BPWC_3_4_9 198 1
ua/BPWC_3_4_10 195 1
ua/BPWC_3_5_1 205 1
ua/BPWC_3_5_2 200 1
ua/BPWC_3_5_3 197 1
ua/BPWC_3_5_4 193 1
ua/BPWC_3_5_5 202 1
ua/BPWC_3_5_6 203 1
ua/BPWC_3_5_7 203 1
ua/BPWC_3_5_8 201 1
ua/BPWC_3_5_9 198 1
ua/BPWC_3_5_10 193 1
ua/BPWC_3_6_1 195 1
ua/BPWC_3_6_2 205 1
ua/BPWC_3_6_3 200 1
ua/BPWC_3_6_4 203 1
ua/BPWC_3_6_5 204 1
ua/BPWC_3_6_6 195 1
ua/BPWC_3_6_7 200 1
ua/BPWC_3_6_8 202 1
ua/BPWC_3_6_9 200 1
ua/BPWC_3_6_10 202 1
ua/BPWC_3_7_1 198 1
ua/BPWC_3_7_2 204 0
ua/BPWC_3_7_3 200 1
ua/BPWC_3_7_4 205 1
ua/BPWC_3_7_5 200 1
ua/BPWC_3_7_6 203 1
ua/BPWC_3_7_7 197 1
ua/BPWC_3_7_8 207 1
ua/BPWC_3_7_9 200 1
ua/BPWC_3_7_10 199 1
ua/BPWC_3_8_1 194 1
ua/BPWC_3_8_2 199 0
ua/BPWC_3_8_3 201 1
ua/BPWC_3_8_4 202 0
ua/BPWC_3_8_5 199 0
ua/BPWC_3_8_6 197 1
ua/BPWC_3_8_7 200 1
ua/BPWC_3_8_8 199 1
ua/BPWC_3_8_9 204 1
ua/BPWC_3_8_10 201 1
ua/BPWC_3_9_1 205 1
ua/BPWC_3_9_2 195 1
ua/BPWC_3_9_3 201 0
ua/BPWC_3_9_4 201 1
ua/BPWC_3_9_5 204 1
ua/BPWC_3_9_6 201 0
ua/BPWC_3_9_7 202 1
ua/BPWC_3_9_8 207 1
ua/BPWC_3_9_9 206 0
ua/BPWC_3_9_10 204 0
ua/BPWC_4_1_1 398 1
ua/BPWC_4_1_2 398 1
ua/BPWC_4_1_3 399 1
ua/BPWC_4_1_4 401 1
ua/BPWC_4_1_5 410 1
ua/BPWC_4_1_6 408 1
ua/BPWC_4_1_7 390 1
ua/BPWC_4_1_8 410 1
ua/BPWC_4_1_9 394 1
ua/BPWC_4_1_10 393 1
ua/BPWC_4_2_1 396 1
ua/BPWC_4_2_2 399 1
ua/BPWC_4_2_3 395 1
ua/BPWC_4_2_4 413 1
ua/BPWC_4_2_5 404 1
ua/BPWC_4_2_6 396 1
ua/BPWC_4_2_7 407 1
ua/BPWC_4_2_8 407 1
ua/BPWC_4_2_9 405 1
ua/BPWC_4_2_10 407 1
ua/BPWC_4_3_1 395 1
ua/BPWC_4_3_2 393 1
ua/BPWC_4_3_3 406 1
ua/BPWC_4_3_4 400 1
ua/BPWC_4_3_5 399 1
ua/BPWC_4_3_6 402 1
ua/BPWC_4_3_7 406 1
ua/BPWC_4_3_8 393 1
ua/BPWC_4_3_9 405 1
ua/BPWC_4_3_10 398 1
ua/BPWC_4_4_1 394 1
ua/BPWC_4_4_2 400 1
ua/BPWC_4_4_3 391 1
ua/BPWC_4_4_4 394 1
ua/BPWC_4_4_5 402 1
ua/BPWC_4_4_6 399 1
ua/BPWC_4_4_7 406 1
ua/BPWC_4_4_8 398 1
ua/BPWC_4_4_9 398 1
ua/BPWC_4_4_10 409 1
ua/BPWC_4_5_1 401 1
ua/BPWC_4_5_2 404 1
ua/BPWC_4_5_3 406 1
ua/BPWC_4_5_4 402 1
ua/BPWC_4_5_5 399 1
ua/BPWC_4_5_6 390 1
ua/BPWC_4_5_7 405 1
ua/BPWC_4_5_8 398 1
ua/BPWC_4_5_9 405 1
ua/BPWC_4_5_10 399 1
ua/BPWC_4_6_1 392 1
ua/BPWC_4_6_2 391 1
ua/BPWC_4_6_3 402 1
ua/BPWC_4_6_4 407 1
ua/BPWC_4_6_5 389 1
ua/BPWC_4_6_6 407 1
ua/BPWC_4_6_7 397 1
ua/BPWC_4_6_8 407 1
ua/BPWC_4_6_9 399 1
ua/BPWC_4_6_10 399 1
ua/BPWC_4_7_1 405 1
ua/BPWC_4_7_2 397 1
ua/BPWC_4_7_3 404 1
ua/BPWC_4_7_4 393 1
ua/BPWC_4_7_5 401 1
ua/BPWC_4_7_6 400 1
ua/BPWC_4_7_7 397 1
ua/BPWC_4_7_8 396 1
ua/BPWC_4_7_9 403 1
ua/BPWC_4_7_10 399 1
ua/BPWC_4_8_1 401 0
ua/BPWC_4_8_2 397 0
ua/BPWC_4_8_3 403 1
ua/BPWC_4_8_4 401 1
ua/BPWC_4_8_5 396 1
ua/BPWC_4_8_6 402 1
ua/BPWC_4_8_7 406 1
ua/BPWC_4_8_8 402 1
ua/BPWC_4_8_9 403 1
ua/BPWC_4_8_10 397 1
ua/BPWC_4_9_1 401 1
ua/BPWC_4_9_2 392 0
ua/BPWC_4_9_3 401 0
ua/BPWC_4_9_4 397 0
ua/BPWC_4_9_5 403 1
ua/BPWC_4_9_6 407 0
ua/BPWC_4_9_7 397 0
ua/BPWC_4_9_8 395 1
ua/BPWC_4_9_9 391 0
ua/BPWC_4_9_10 399 1
